# Citation information for the selected data product for each site selected.
# Newly published BASE and FLUXNET data products may not yet have a DOI for citation. Check the site's AmeriFlux Site Info webpage in a few days.
# Read more information about citing AmeriFlux data at the Data Policy webpage: https://ameriflux.lbl.gov/data/data-policy
# Citation information can also be acquired by making a Site Set (https://ameriflux.lbl.gov/sites/site-sets/) for your downloaded sites and use the "Download for Set: DOIs as ASCII" feature to acquire a list of DOI citations.
# Citation information can also be found on each site's AmeriFlux Site Info webpage. Access Site Info pages via Site Search: https://ameriflux.lbl.gov/sites/site-search/
site_id,author,title,publication_year,publisher,doi,doi_url,citation
"US-UMB","Gough, Christopher; Bohrer, Gil; Curtis, Peter","AmeriFlux BASE US-UMB Univ. of Mich. Biological Station, Ver. 21-5","2024","AmeriFlux AMP","10.17190/AMF/1246107","http://doi.org/10.17190/AMF/1246107","Christopher Gough, Gil Bohrer, Peter Curtis (2024), AmeriFlux BASE US-UMB Univ. of Mich. Biological Station, Ver. 21-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246107"
"US-UMd","Gough, Christopher; Bohrer, Gil; Curtis, Peter","AmeriFlux BASE US-UMd UMBS Disturbance, Ver. 15-5","2024","AmeriFlux AMP","10.17190/AMF/1246134","http://doi.org/10.17190/AMF/1246134","Christopher Gough, Gil Bohrer, Peter Curtis (2024), AmeriFlux BASE US-UMd UMBS Disturbance, Ver. 15-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246134"
"US-UTB","Ladig, Kathryn; Inkenbrandt, Paul","AmeriFlux BASE US-UTB UFLUX Bonneville Salt Flats, Ver. 2-5","2024","AmeriFlux AMP","10.17190/AMF/2001311","http://doi.org/10.17190/AMF/2001311","Kathryn Ladig, Paul Inkenbrandt (2024), AmeriFlux BASE US-UTB UFLUX Bonneville Salt Flats, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001311"
"US-UTD","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UTE","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UTJ","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UTM","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UTN","Inkenbrandt, Paul","AmeriFlux BASE US-UTN UFLUX Nephi, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2204058","http://doi.org/10.17190/AMF/2204058","Paul Inkenbrandt (2023), AmeriFlux BASE US-UTN UFLUX Nephi, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2204058"
"US-UTP","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UTV","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UTW","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UUC","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-UUP","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Var","Ma, Siyan; Baldocchi, Dennis D.; Xu, Liukang; Hehn, Ted","Inter-annual variability in carbon dioxide exchange of an oak/grass savanna and open grassland in California","2007","Elsevier BV","10.1016/J.AGRFORMET.2007.07.008","http://doi.org/10.1016/J.AGRFORMET.2007.07.008","Ma, S., Baldocchi, D. D., Xu, L., Hehn, T. (2007) Inter-annual variability in carbon dioxide exchange of an oak/grass savanna and open grassland in California, Agricultural and Forest Meteorology, 147(3-4), 157-171"
"US-Vcm","Litvak, Marcy","AmeriFlux BASE US-Vcm Valles Caldera Mixed Conifer, Ver. 25-5","2024","AmeriFlux AMP","10.17190/AMF/1246121","http://doi.org/10.17190/AMF/1246121","Marcy Litvak (2024), AmeriFlux BASE US-Vcm Valles Caldera Mixed Conifer, Ver. 25-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246121"
"US-Vcp","Litvak, Marcy","AmeriFlux BASE US-Vcp Valles Caldera Ponderosa Pine, Ver. 23-5","2024","AmeriFlux AMP","10.17190/AMF/1246122","http://doi.org/10.17190/AMF/1246122","Marcy Litvak (2024), AmeriFlux BASE US-Vcp Valles Caldera Ponderosa Pine, Ver. 23-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246122"
"US-Vcs","Litvak, Marcy","AmeriFlux BASE US-Vcs Valles Caldera Sulphur Springs Mixed Conifer, Ver. 16-5","2024","AmeriFlux AMP","10.17190/AMF/1418681","http://doi.org/10.17190/AMF/1418681","Marcy Litvak (2024), AmeriFlux BASE US-Vcs Valles Caldera Sulphur Springs Mixed Conifer, Ver. 16-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1418681"
"US-WCr","Cook, Bruce D.; Davis, Kenneth J.; Wang, Weiguo; Desai, Ankur; Berger, Bradford W.; Teclaw, Ron M.; Martin, Jonathan G.; Bolstad, Paul V.; Bakwin, Peter S.; Yi, Chuixiang; Heilman, Warren","Carbon exchange and venting anomalies in an upland deciduous forest in northern Wisconsin, USA","2004","Elsevier BV","10.1016/J.AGRFORMET.2004.06.008","http://doi.org/10.1016/J.AGRFORMET.2004.06.008","Cook, B. D., Davis, K. J., Wang, W., Desai, A., Berger, B. W., Teclaw, R. M., Martin, J. G., Bolstad, P. V., Bakwin, P. S., Yi, C., Heilman, W. (2004) Carbon exchange and venting anomalies in an upland deciduous forest in northern Wisconsin, USA, Agricultural and Forest Meteorology, 126(3-4), 271-295"
"US-Wi0","Chen, Jiquan","AmeriFlux BASE US-Wi0 Young red pine (YRP), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246016","http://doi.org/10.17190/AMF/1246016","Jiquan Chen (2020), AmeriFlux BASE US-Wi0 Young red pine (YRP), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246016"
"US-Wi1","Chen, Jiquan","AmeriFlux BASE US-Wi1 Intermediate hardwood (IHW), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246015","http://doi.org/10.17190/AMF/1246015","Jiquan Chen (2020), AmeriFlux BASE US-Wi1 Intermediate hardwood (IHW), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246015"
"US-Wi2","Chen, Jiquan","AmeriFlux BASE US-Wi2 Intermediate red pine (IRP), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246017","http://doi.org/10.17190/AMF/1246017","Jiquan Chen (2020), AmeriFlux BASE US-Wi2 Intermediate red pine (IRP), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246017"
"US-Wi3","Chen, Jiquan","AmeriFlux BASE US-Wi3 Mature hardwood (MHW), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246018","http://doi.org/10.17190/AMF/1246018","Jiquan Chen (2020), AmeriFlux BASE US-Wi3 Mature hardwood (MHW), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246018"
"US-Wi4","Chen, Jiquan","AmeriFlux BASE US-Wi4 Mature red pine (MRP), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246019","http://doi.org/10.17190/AMF/1246019","Jiquan Chen (2020), AmeriFlux BASE US-Wi4 Mature red pine (MRP), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246019"
"US-Wi5","Chen, Jiquan","AmeriFlux BASE US-Wi5 Mixed young jack pine (MYJP), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246020","http://doi.org/10.17190/AMF/1246020","Jiquan Chen (2020), AmeriFlux BASE US-Wi5 Mixed young jack pine (MYJP), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246020"
"US-Wi6","Chen, Jiquan","AmeriFlux BASE US-Wi6 Pine barrens #1 (PB1), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246021","http://doi.org/10.17190/AMF/1246021","Jiquan Chen (2020), AmeriFlux BASE US-Wi6 Pine barrens #1 (PB1), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246021"
"US-Wi7","Chen, Jiquan","AmeriFlux BASE US-Wi7 Red pine clearcut (RPCC), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246022","http://doi.org/10.17190/AMF/1246022","Jiquan Chen (2020), AmeriFlux BASE US-Wi7 Red pine clearcut (RPCC), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246022"
"US-Wi8","Chen, Jiquan","AmeriFlux BASE US-Wi8 Young hardwood clearcut (YHW), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246023","http://doi.org/10.17190/AMF/1246023","Jiquan Chen (2020), AmeriFlux BASE US-Wi8 Young hardwood clearcut (YHW), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246023"
"US-Wi9","Chen, Jiquan","AmeriFlux BASE US-Wi9 Young Jack pine (YJP), Ver. 3-5","2020","AmeriFlux AMP","10.17190/AMF/1246024","http://doi.org/10.17190/AMF/1246024","Jiquan Chen (2020), AmeriFlux BASE US-Wi9 Young Jack pine (YJP), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246024"
"US-Wjs","Litvak, Marcy","AmeriFlux BASE US-Wjs Willard Juniper Savannah, Ver. 24-5","2024","AmeriFlux AMP","10.17190/AMF/1246120","http://doi.org/10.17190/AMF/1246120","Marcy Litvak (2024), AmeriFlux BASE US-Wjs Willard Juniper Savannah, Ver. 24-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246120"
"US-Wkg","Scott, Russell L.; Hamerlynck, Erik P.; Jenerette, G. Darrel; Moran, M. Susan; Barron‐Gafford, Greg A.","Carbon dioxide exchange in a semidesert grassland through drought‐induced vegetation change","2010","American Geophysical Union (AGU)","10.1029/2010JG001348","http://doi.org/10.1029/2010JG001348","Scott, R. L., Hamerlynck, E. P., Jenerette, G. D., Moran, M. S., Barron‐Gafford, G. A. (2010) Carbon dioxide exchange in a semidesert grassland through drought‐induced vegetation change, Journal of Geophysical Research: Biogeosciences, 115(G3)"
"US-Wlr","Cook, David; Coulter, Richard L.","AmeriFlux BASE US-Wlr Walnut River Watershed (Smileyburg), Ver. 4-5","2018","AmeriFlux AMP","10.17190/AMF/1246115","http://doi.org/10.17190/AMF/1246115","David Cook, Richard L. Coulter (2018), AmeriFlux BASE US-Wlr Walnut River Watershed (Smileyburg), Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246115"
"US-WPT","Chu, Housen; Gottgens, Johan F.; Chen, Jiquan; Sun, Ge; Desai, Ankur R.; Ouyang, Zutao; Shao, Changliang; Czajkowski, Kevin","Climatic variability, hydrologic anomaly, and methane emission can turn productive freshwater marshes into net carbon sources","2014","Wiley","10.1111/GCB.12760","http://doi.org/10.1111/GCB.12760","Chu, H., Gottgens, J. F., Chen, J., Sun, G., Desai, A. R., Ouyang, Z., Shao, C., Czajkowski, K. (2014) Climatic variability, hydrologic anomaly, and methane emission can turn productive freshwater marshes into net carbon sources, Global Change Biology, 21(3), 1165-1181"
"US-Wrc","Wharton, Sonia","AmeriFlux BASE US-Wrc Wind River Crane Site, Ver. 8-1","2016","AmeriFlux AMP","10.17190/AMF/1246114","http://doi.org/10.17190/AMF/1246114","Sonia Wharton (2016), AmeriFlux BASE US-Wrc Wind River Crane Site, Ver. 8-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246114"
"US-WT1","Bednarz, Craig","AmeriFlux BASE US-WT1 Kress, TX no-till cotton and grain sorghum production, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2407207","http://doi.org/10.17190/AMF/2407207","Craig Bednarz (2024), AmeriFlux BASE US-WT1 Kress, TX no-till cotton and grain sorghum production, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2407207"
"US-xAB","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xAB NEON Abby Road (ABBY), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617726","http://doi.org/10.17190/AMF/1617726","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xAB NEON Abby Road (ABBY), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617726"
"US-xAE","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xAE NEON Klemme Range Research Station (OAES), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671891","http://doi.org/10.17190/AMF/1671891","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xAE NEON Klemme Range Research Station (OAES), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671891"
"US-xBA","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xBA NEON Barrow Environmental Observatory (BARR), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671892","http://doi.org/10.17190/AMF/1671892","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xBA NEON Barrow Environmental Observatory (BARR), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671892"
"US-xBL","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xBL NEON Blandy Experimental Farm (BLAN), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671893","http://doi.org/10.17190/AMF/1671893","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xBL NEON Blandy Experimental Farm (BLAN), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671893"
"US-xBN","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xBN NEON Caribou Creek - Poker Flats Watershed (BONA), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617727","http://doi.org/10.17190/AMF/1617727","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xBN NEON Caribou Creek - Poker Flats Watershed (BONA), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617727"
"US-xBR","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xBR NEON Bartlett Experimental Forest (BART), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1579542","http://doi.org/10.17190/AMF/1579542","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xBR NEON Bartlett Experimental Forest (BART), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579542"
"US-xCL","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xCL NEON LBJ National Grassland (CLBJ), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671894","http://doi.org/10.17190/AMF/1671894","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xCL NEON LBJ National Grassland (CLBJ), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671894"
"US-xCP","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xCP NEON Central Plains Experimental Range (CPER), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1579720","http://doi.org/10.17190/AMF/1579720","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xCP NEON Central Plains Experimental Range (CPER), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579720"
"US-xDC","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xDC NEON Dakota Coteau Field School (DCFS), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617728","http://doi.org/10.17190/AMF/1617728","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xDC NEON Dakota Coteau Field School (DCFS), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617728"
"US-xDJ","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xDJ NEON Delta Junction (DEJU), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1634884","http://doi.org/10.17190/AMF/1634884","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xDJ NEON Delta Junction (DEJU), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1634884"
"US-xDL","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xDL NEON Dead Lake (DELA), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1579721","http://doi.org/10.17190/AMF/1579721","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xDL NEON Dead Lake (DELA), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579721"
"US-xDS","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xDS NEON Disney Wilderness Preserve (DSNY), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671895","http://doi.org/10.17190/AMF/1671895","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xDS NEON Disney Wilderness Preserve (DSNY), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671895"
"US-xGR","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xGR NEON Great Smoky Mountains National Park, Twin Creeks (GRSM), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1634885","http://doi.org/10.17190/AMF/1634885","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xGR NEON Great Smoky Mountains National Park, Twin Creeks (GRSM), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1634885"
"US-xHA","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xHA NEON Harvard Forest (HARV), Ver. 10-5","2024","AmeriFlux AMP","10.17190/AMF/1562391","http://doi.org/10.17190/AMF/1562391","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xHA NEON Harvard Forest (HARV), Ver. 10-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1562391"
"US-xHE","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xHE NEON Healy (HEAL), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617729","http://doi.org/10.17190/AMF/1617729","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xHE NEON Healy (HEAL), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617729"
"US-xJE","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xJE NEON Jones Ecological Research Center (JERC), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617730","http://doi.org/10.17190/AMF/1617730","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xJE NEON Jones Ecological Research Center (JERC), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617730"
"US-xJR","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xJR NEON Jornada LTER (JORN), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617731","http://doi.org/10.17190/AMF/1617731","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xJR NEON Jornada LTER (JORN), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617731"
"US-xKA","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xKA NEON Konza Prairie Biological Station - Relocatable (KONA), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1579722","http://doi.org/10.17190/AMF/1579722","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xKA NEON Konza Prairie Biological Station - Relocatable (KONA), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579722"
"US-xKZ","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xKZ NEON Konza Prairie Biological Station (KONZ), Ver. 10-5","2024","AmeriFlux AMP","10.17190/AMF/1562392","http://doi.org/10.17190/AMF/1562392","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xKZ NEON Konza Prairie Biological Station (KONZ), Ver. 10-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1562392"
"US-xLE","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xLE NEON Lenoir Landing (LENO), Ver. 7-5","2024","AmeriFlux AMP","10.17190/AMF/1773398","http://doi.org/10.17190/AMF/1773398","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xLE NEON Lenoir Landing (LENO), Ver. 7-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1773398"
"US-xMB","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xMB NEON Moab (MOAB), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671896","http://doi.org/10.17190/AMF/1671896","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xMB NEON Moab (MOAB), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671896"
"US-xML","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xML NEON Mountain Lake Biological Station (MLBS), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671897","http://doi.org/10.17190/AMF/1671897","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xML NEON Mountain Lake Biological Station (MLBS), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671897"
"US-xNG","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xNG NEON Northern Great Plains Research Laboratory (NOGP), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617732","http://doi.org/10.17190/AMF/1617732","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xNG NEON Northern Great Plains Research Laboratory (NOGP), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617732"
"US-xNQ","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xNQ NEON Onaqui-Ault (ONAQ), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617733","http://doi.org/10.17190/AMF/1617733","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xNQ NEON Onaqui-Ault (ONAQ), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617733"
"US-xNW","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xNW NEON Niwot Ridge Mountain Research Station (NIWO), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671898","http://doi.org/10.17190/AMF/1671898","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xNW NEON Niwot Ridge Mountain Research Station (NIWO), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671898"
"US-xPU","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xPU NEON Pu'u Maka'ala Natural Area Reserve (PUUM), Ver. 7-5","2024","AmeriFlux AMP","10.17190/AMF/1773399","http://doi.org/10.17190/AMF/1773399","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xPU NEON Pu'u Maka'ala Natural Area Reserve (PUUM), Ver. 7-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1773399"
"US-xRM","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xRM NEON Rocky Mountain National Park, CASTNET (RMNP), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1579723","http://doi.org/10.17190/AMF/1579723","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xRM NEON Rocky Mountain National Park, CASTNET (RMNP), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579723"
"US-xRN","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xRN NEON Oak Ridge National Lab (ORNL), Ver. 7-5","2024","AmeriFlux AMP","10.17190/AMF/1773400","http://doi.org/10.17190/AMF/1773400","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xRN NEON Oak Ridge National Lab (ORNL), Ver. 7-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1773400"
"US-xSB","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xSB NEON Ordway-Swisher Biological Station (OSBS), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671899","http://doi.org/10.17190/AMF/1671899","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xSB NEON Ordway-Swisher Biological Station (OSBS), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671899"
"US-xSC","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xSC NEON Smithsonian Conservation Biology Institute (SCBI), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671900","http://doi.org/10.17190/AMF/1671900","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xSC NEON Smithsonian Conservation Biology Institute (SCBI), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671900"
"US-xSE","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xSE NEON Smithsonian Environmental Research Center (SERC), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617734","http://doi.org/10.17190/AMF/1617734","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xSE NEON Smithsonian Environmental Research Center (SERC), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617734"
"US-xSJ","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xSJ NEON San Joaquin Experimental Range (SJER), Ver. 8-5","2024","AmeriFlux AMP","10.17190/AMF/1671901","http://doi.org/10.17190/AMF/1671901","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xSJ NEON San Joaquin Experimental Range (SJER), Ver. 8-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1671901"
"US-xSL","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xSL NEON North Sterling, CO (STER), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617735","http://doi.org/10.17190/AMF/1617735","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xSL NEON North Sterling, CO (STER), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617735"
"US-xSP","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xSP NEON Soaproot Saddle (SOAP), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617736","http://doi.org/10.17190/AMF/1617736","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xSP NEON Soaproot Saddle (SOAP), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617736"
"US-xSR","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xSR NEON Santa Rita Experimental Range (SRER), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1579543","http://doi.org/10.17190/AMF/1579543","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xSR NEON Santa Rita Experimental Range (SRER), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1579543"
"US-xST","NEON (National Ecological Observatory Network)","AmeriFlux BASE US-xST NEON Steigerwaldt Land Services (STEI), Ver. 9-5","2024","AmeriFlux AMP","10.17190/AMF/1617737","http://doi.org/10.17190/AMF/1617737","NEON (National Ecological Observatory Network) (2024), AmeriFlux BASE US-xST NEON Steigerwaldt Land Services (STEI), Ver. 9-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617737"
